[ 2025-02-03 21:32:00,334 ] 17 root - INFO - Initiate the data ingestion
[ 2025-02-03 21:32:04,993 ] 75 root - INFO - Performed train test split on the dataframe
[ 2025-02-03 21:32:04,993 ] 77 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-02-03 21:32:04,993 ] 85 root - INFO - Exporting train and test file path.
[ 2025-02-03 21:32:05,001 ] 94 root - INFO - Exported train and test file path.
[ 2025-02-03 21:32:05,002 ] 19 root - INFO - Data Initiation Completed
[ 2025-02-03 21:32:05,003 ] 23 root - INFO - Initiate the data Validation
[ 2025-02-03 21:32:05,007 ] 32 root - INFO - Required number of columns:3
[ 2025-02-03 21:32:05,007 ] 33 root - INFO - Data frame has columns:6
[ 2025-02-03 21:32:05,007 ] 32 root - INFO - Required number of columns:3
[ 2025-02-03 21:32:05,007 ] 33 root - INFO - Data frame has columns:6
[ 2025-02-03 21:32:05,024 ] 25 root - INFO - data Validation Completed
[ 2025-02-03 21:32:05,025 ] 28 root - INFO - data Transformation started
[ 2025-02-03 21:32:05,025 ] 60 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-02-03 21:32:05,025 ] 62 root - INFO - Starting data transformation
[ 2025-02-03 21:32:05,027 ] 36 root - INFO - Creating data transformation pipeline
[ 2025-02-03 21:32:05,035 ] 43 root - INFO - Entered the save_object method of MainUtils class
[ 2025-02-03 21:32:05,035 ] 47 root - INFO - Exited the save_object method of MainUtils class
[ 2025-02-03 21:32:05,035 ] 43 root - INFO - Entered the save_object method of MainUtils class
[ 2025-02-03 21:32:05,035 ] 47 root - INFO - Exited the save_object method of MainUtils class
[ 2025-02-03 21:32:05,035 ] 32 root - INFO - data Transformation completed
